1 10 3213 144 177 719 769 255 746 342 386 190 237 774 211 246 896 956 529 310 633 81 980
2 10 3213 719 769 255 746 956 529 310 633 774 211 342 386 144 177 190 237 246 896 81 980
3 10 3213 956 529 190 237 310 633 774 211 81 980 719 769 246 896 255 746 342 386 144 177
4 10 3213 956 529 144 177 190 237 255 746 774 211 310 633 342 386 719 769 246 896 81 980
5 10 3213 774 211 246 896 719 769 342 386 255 746 956 529 144 177 190 237 310 633 81 980
6 10 3213 81 980 719 769 342 386 956 529 255 746 310 633 774 211 190 237 144 177 246 896
7 10 3213 719 769 956 529 310 633 342 386 246 896 774 211 81 980 255 746 190 237 144 177
8 10 3213 774 211 81 980 255 746 956 529 144 177 190 237 719 769 310 633 342 386 246 896
9 10 3213 342 386 144 177 774 211 956 529 81 980 255 746 310 633 719 769 246 896 190 237
10 10 3213 956 529 144 177 774 211 246 896 310 633 81 980 190 237 342 386 719 769 255 746
11 10 3213 81 980 342 386 310 633 246 896 956 529 144 177 719 769 255 746 774 211 190 237
12 10 3213 81 980 255 746 774 211 956 529 310 633 246 896 144 177 719 769 342 386 190 237
13 10 3213 342 386 719 769 255 746 310 633 81 980 144 177 956 529 774 211 190 237 246 896
14 10 3213 342 386 190 237 81 980 310 633 144 177 246 896 719 769 774 211 255 746 956 529
15 10 3213 246 896 144 177 342 386 956 529 190 237 81 980 255 746 774 211 310 633 719 769
16 10 3213 255 746 246 896 310 633 719 769 190 237 144 177 81 980 342 386 956 529 774 211
17 10 3213 190 237 956 529 81 980 144 177 719 769 310 633 774 211 246 896 255 746 342 386
18 10 3213 255 746 190 237 144 177 81 980 342 386 956 529 774 211 719 769 310 633 246 896
19 10 3213 956 529 774 211 246 896 255 746 144 177 81 980 190 237 310 633 342 386 719 769
20 10 3213 774 211 719 769 246 896 255 746 310 633 190 237 956 529 144 177 342 386 81 980
21 10 3213 342 386 956 529 719 769 255 746 190 237 246 896 310 633 144 177 774 211 81 980
22 10 3213 255 746 81 980 342 386 190 237 719 769 774 211 144 177 956 529 310 633 246 896
23 10 3213 310 633 190 237 774 211 144 177 342 386 246 896 255 746 81 980 719 769 956 529
24 10 3213 255 746 774 211 190 237 956 529 81 980 342 386 246 896 144 177 310 633 719 769
25 10 3213 310 633 719 769 255 746 190 237 246 896 144 177 774 211 342 386 956 529 81 980
26 10 3213 144 177 246 896 956 529 255 746 81 980 310 633 190 237 774 211 719 769 342 386
27 10 3213 144 177 81 980 719 769 190 237 255 746 956 529 342 386 774 211 246 896 310 633
28 10 3213 144 177 246 896 310 633 719 769 774 211 255 746 956 529 190 237 81 980 342 386
29 10 3213 719 769 342 386 310 633 144 177 246 896 774 211 255 746 956 529 81 980 190 237
30 10 3213 310 633 246 896 81 980 190 237 719 769 342 386 255 746 144 177 956 529 774 211
31 10 3213 255 746 310 633 774 211 246 896 144 177 190 237 342 386 719 769 956 529 81 980
32 10 3213 310 633 81 980 774 211 342 386 719 769 956 529 255 746 246 896 144 177 190 237
33 10 3213 310 633 774 211 190 237 719 769 255 746 956 529 81 980 342 386 246 896 144 177
34 10 3213 719 769 255 746 342 386 144 177 190 237 246 896 81 980 774 211 956 529 310 633
35 10 3213 81 980 246 896 144 177 774 211 956 529 255 746 342 386 719 769 190 237 310 633
36 10 3213 144 177 255 746 310 633 774 211 81 980 719 769 190 237 342 386 956 529 246 896
37 10 3213 774 211 255 746 190 237 956 529 246 896 342 386 719 769 310 633 144 177 81 980
38 10 3213 144 177 190 237 246 896 255 746 956 529 719 769 81 980 310 633 774 211 342 386
39 10 3213 190 237 342 386 719 769 246 896 310 633 255 746 956 529 81 980 144 177 774 211
40 10 3213 310 633 144 177 956 529 81 980 246 896 774 211 719 769 190 237 255 746 342 386
41 10 3213 342 386 310 633 81 980 190 237 719 769 774 211 255 746 144 177 956 529 246 896
42 10 3213 774 211 719 769 342 386 190 237 144 177 310 633 956 529 246 896 81 980 255 746
43 10 3213 144 177 190 237 255 746 342 386 81 980 956 529 246 896 310 633 774 211 719 769
44 10 3213 190 237 246 896 144 177 255 746 310 633 719 769 81 980 774 211 956 529 342 386
45 10 3213 774 211 310 633 81 980 342 386 719 769 255 746 956 529 246 896 144 177 190 237
46 10 3213 956 529 190 237 719 769 246 896 342 386 81 980 255 746 774 211 310 633 144 177
47 10 3213 246 896 342 386 719 769 255 746 956 529 774 211 81 980 144 177 310 633 190 237
48 10 3213 342 386 144 177 81 980 190 237 774 211 310 633 956 529 246 896 719 769 255 746
49 10 3213 144 177 255 746 774 211 342 386 190 237 719 769 310 633 956 529 81 980 246 896
50 10 3213 956 529 246 896 255 746 774 211 190 237 342 386 144 177 81 980 310 633 719 769
51 10 3213 81 980 144 177 310 633 246 896 956 529 190 237 255 746 774 211 342 386 719 769
52 10 3213 956 529 81 980 719 769 342 386 190 237 255 746 310 633 246 896 144 177 774 211
53 10 3213 956 529 774 211 81 980 246 896 342 386 310 633 190 237 255 746 719 769 144 177
54 10 3213 342 386 956 529 144 177 774 211 255 746 310 633 190 237 81 980 246 896 719 769
55 10 3213 956 529 81 980 719 769 144 177 342 386 246 896 310 633 255 746 774 211 190 237
56 10 3213 956 529 190 237 81 980 719 769 255 746 144 177 342 386 246 896 310 633 774 211
57 10 3213 190 237 310 633 81 980 246 896 342 386 774 211 719 769 144 177 255 746 956 529
58 10 3213 342 386 246 896 255 746 190 237 774 211 310 633 81 980 144 177 719 769 956 529
59 10 3213 719 769 342 386 246 896 144 177 255 746 956 529 310 633 190 237 81 980 774 211
60 10 3213 81 980 342 386 719 769 956 529 774 211 255 746 190 237 144 177 310 633 246 896
61 10 3213 342 386 255 746 81 980 956 529 246 896 190 237 774 211 310 633 719 769 144 177
62 10 3213 190 237 81 980 144 177 719 769 246 896 255 746 956 529 774 211 310 633 342 386
63 10 3213 342 386 310 633 144 177 956 529 719 769 246 896 81 980 255 746 190 237 774 211
64 10 3213 719 769 774 211 246 896 190 237 310 633 81 980 144 177 956 529 255 746 342 386
65 10 3213 81 980 774 211 719 769 190 237 255 746 246 896 310 633 144 177 956 529 342 386
66 10 3213 310 633 774 211 246 896 342 386 190 237 255 746 956 529 719 769 144 177 81 980
67 10 3213 956 529 719 769 246 896 255 746 190 237 81 980 310 633 342 386 774 211 144 177
68 10 3213 342 386 190 237 774 211 81 980 310 633 144 177 246 896 719 769 255 746 956 529
69 10 3213 81 980 144 177 956 529 342 386 719 769 255 746 190 237 774 211 310 633 246 896
70 10 3213 310 633 719 769 246 896 774 211 81 980 144 177 956 529 342 386 255 746 190 237
71 10 3213 190 237 342 386 956 529 719 769 144 177 246 896 255 746 774 211 310 633 81 980
72 10 3213 81 980 719 769 246 896 774 211 956 529 310 633 342 386 144 177 255 746 190 237
73 10 3213 246 896 81 980 144 177 719 769 255 746 190 237 342 386 956 529 310 633 774 211
74 10 3213 342 386 719 769 190 237 956 529 774 211 310 633 81 980 144 177 246 896 255 746
75 10 3213 956 529 774 211 719 769 81 980 255 746 342 386 310 633 190 237 246 896 144 177
76 10 3213 774 211 310 633 342 386 81 980 255 746 956 529 190 237 144 177 246 896 719 769
77 10 3213 310 633 342 386 144 177 774 211 190 237 81 980 956 529 255 746 246 896 719 769
78 10 3213 719 769 81 980 310 633 190 237 342 386 956 529 246 896 255 746 774 211 144 177
79 10 3213 774 211 144 177 81 980 342 386 719 769 956 529 255 746 310 633 190 237 246 896
80 10 3213 342 386 719 769 956 529 144 177 81 980 774 211 190 237 255 746 246 896 310 633
81 10 3213 255 746 81 980 342 386 719 769 144 177 774 211 956 529 246 896 190 237 310 633
